JobID	WindowID	Title	Description	Requirements	City	State	Country	Zip5	StartDate	EndDate
86654	1	Restaurant / Hospitality / Retail - Consulant	<p style="text-align: center"><strong>Ready to trade in the Apron for a Business Suit?<br />\r<br />\rApply and interview now for ENTRY LEVEL customer service and sales positions. This is an entry level sales position. Successful candidates can grow to management.</strong></p>\r<p style="text-align: center">______________________________________________________________________________</p>\r<p style="text-align: center"><strong>Contact Brittany by emailing your resume to </strong><a href="http://www.careerlisterapp.com/postings/show/1143953434"><span>[Click Here to Email Your Resumé]</span></a><strong> or for immediate consideration for the customer service CALL 909-989-5165</strong></p>\r<p style="text-align: center">________________________________________________________________________________</p>\r<p>Business Consulting Solutions, Inc is currently hiring entry level individuals with a restaurant, retail or hospitality background for the Sales Consultant position. We have found that candidates working in the retail, restaurant, hospitality and any type of customer service position are very easy to train into our Sales Consultant position. We specialize in areas of customer renewal, customer retention and customer acquisition and this all requires being great at working with people. </p>\r<p style="text-align: center">________________________________________________________________________________</p>\r<p>Our Consulting firm is the leader in the marketing industry and in tailoring customer service & sales to their needs. Our clients are Fortune 100 companies that want us to deliver a more face to face customer service experience by really taking care of their existing customer base and providing a more personal care with their new customers. Since we represent the largest telecommunication company in the world, making sure that we provide the best customer satisfaction and improve customer relations is a top priority for our marketing company.</p>\r<p>________________________________________________________________________________</p>	<p>&nbsp;</p>\r<p>Due to expansion, we are willing to train highly motivated people for management and customer service & sales opportunities but you must be willing to work hard in an entry level customer service, sales and marketing position. Pay is based upon performance. All openings are ideal for recent graduates, or professionals with customer service & sales experience looking for a career change because this is an entry level position in a brand new industry.</p>\r<p style="text-align: center">______________________________________________________________________________</p>\r<p>&nbsp;</p>\r<div style="text-align: center">IMMEDIATE OPENINGS AVAILABLE!! WE WILL TRAIN!!</div>\r<p style="text-align: center">If this sounds like you, send your resume to Brittany at <a href="http://www.careerlisterapp.com/postings/show/1143953434"><span>[Click Here to Email Your Resumé]</span></a> or for immediate consideration call us at 909-989-5165</p>\r<p style="text-align: center">______________________________________________________________________________</p>\r<p style="text-align: center"><span> </span>For more information on Business Consulting Solutions, Inc please check our website</p>\r<p>&nbsp;</p>\r<div style="text-align: center"><span> </span>http://www.businessconsultingsolutionsinc.com</div>\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<p>Candidates with the following interest should apply:</p>\r<p>Customer care, sales, entry level sales, customer relations, customer acquisition, customer conversion, customer response, customer renewal, customer retention, customer research, customer response, customer effectiveness, provides face to face service to customers, customer satisfaction, restaurant management, restaurant service, marketing and sales, services in hospitality, customer service evaluation, customer loyalty, customer service advisor, customer service analyst, customer service associate, customer service consultant, customer relationship advisor, customer relationship management, restaurant, retail, hotel experience, retail management, hospitality degree, hospitality experience, resort, hotel, motel management, server, hostess, host, cook, front of the house, back of the house experience, waitress, waiter, serving customers, retail sales associate, retail account manager, retail manager, retail assistant manager, hotel manager, hotel assistant manager, restaurant supervisor, restaurant assistant manager, restaurant manager, food industry, wine representative, restaurant owner, part time retail, part time hotel, valet, valet supervisor, valet manager, entry level, new career</p>	Ontario	CA	US	91762	2012-03-15 01:27:27.653	2012-04-14 23:59:59
686654	1	Electronics Sales: In-Store Sales & Customer Service Reps	<p>Electronics Sales: In-Store Sales and Customer Service Reps Needed<br />\r<br />\r<br />\r</p>\r<p><br /></p>\r<p><strong></strong></p>\r<p style="text-align: center"><strong></strong></p>\r<p style="text-align: center"><strong>**</strong><span><strong>SALES AND CUSTOMER SERVICE REPRESENTATIVES NEEDED</strong></span><strong>**</strong> </p>\r<p style="text-align: center"></p>\r<p style="text-align: center"><strong>GAIN THE EXPERIENCE YOU NEED TO SUCCEED!<br />\r<br />\r<br />\r</strong></p>\r<p style="text-align: center"></p>\r<p><br /></p>\r<p><br /></p>\r<p><br /></p>\r<p><strong>C and B Management  </strong>maintains a top notch portfolio of high end clientele along with some of the top Satellite TV providers in the country! Our track record of<strong> SUCCESS</strong> has resulted in the continued growth of our portfolio.  We are currently working with companies like <strong>DIRECTV </strong>and are in need of new team members to help facilitate and manage some of our new campaigns.</p>\r<p><br /></p>\r<p><br /></p>\r<p>On a daily basis, we take the time to plan and develop real world <strong>BUSINESS SOLUTIONS </strong>for our clients. We <strong>GAME PLAN </strong>the best ways to reach consumers on a personal level.  This extra planning gives our clients increased customer retention, <strong>IMPROVED </strong>service and product sales, and a never ceasing cycle of data they can use to create new and better services and products.</p>\r<p><br /></p>\r<p><br /></p>\r<div style="text-align: center"><strong>*Want to get started in your first career with the ability to RAPIDLY ADVANCE? </strong></div>\r \r<p><br /></p>\r<p><br /></p>\r<p>We are looking for <strong>COMPETITIVE, STRONG, GOAL ORIENTED</strong> individuals to take our company to the next level.</p>\r<p><br /></p>\r<p>To meet the increasing needs of our clients, we have multiple openings available and are in need of training the right individuals in all divisions of our firm.<br />\r </p>\r<p>• Entry Level Management <br />\r• Junior Marketing <br />\r• Public Relations <br />\r• Sales Associates<br />\r• Customer Service</p>\r<p><br /></p>\r<br />	<p>We are looking for talented, hardworking individuals who are looking to start their career with a fast-paced company. Our ideal employee will be a self-starter with strong organizational and leadership qualities.<br />\r<br />\r</p>\r<p><strong><br />\rQUALIFICATIONS</strong></p>\r<ul>\r    <li> Outstanding communication skills both verbal & written</li>\r    <li> Able to prioritize and work independently with minimal supervision.</li>\r    <li>Able to work effectively in a team environment</li>\r    <li>Detail-oriented with the ability to follow up on tasks.</li>\r    <li>Work effectively under pressure and maintain a positive attitude</li>\r    <li>Capable of multi-tasking, prioritizing, and managing time efficiently</li>\r</ul>\r<p><br /></p>\r<p style="text-align: center">_____________________________________________________________________________<br />\r<br />\r</p>\r<p><br /></p>\r<div style="text-align: center"> <strong>**APPLY TODAY**</strong></div>\r<span>\r<div style="text-align: center"><strong><span><a href="mailto:careers@candbmanagment.com">careers@candbmanagment.com</a></span><br />\r<br />\r</strong></div>\r</span>\r<p style="text-align: center">_____________________________________________________________________________</p>\r<p style="text-align: center"></p>\r<p><br /></p>\r<p>Ideal candidates will possess the following attributes:</p>\r<p><br /></p>\r<ul>\r    <li>Good sales/communication skills</li>\r    <li>Ability to build professional working relationships with retail staff</li>\r    <li>Ability to adapt to different environments and situations</li>\r    <li>Proven track record of reliability</li>\r    <li>Ability to pass a background check and/or drug screen</li>\r</ul>\r<p><br /></p>\r<p><strong>If you find yourself matching these criteria, please send our resume to Christina</strong> <span><strong></strong></span><a href="mailto:careers@tem-inc.net">careers@tem-inc.net</a><br />\r <br />\r<br />\r</p>\r<p><br /></p>\r<br />\r<p><br />\r<br />\r<br /></p>\r<p>© 2010 DIRECTV, Inc. DIRECTV, and the Cyclone Design logo are trademarks of DIRECTV, Inc. All other trademarks and service marks are property of their respective owners.<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r<br />\r</p>\r<p>\r<span style="text-align: center">related keywords: entry level, management, entry level, management, entry level, marketing, marketing, business development, entry level, customer service, sports minded, entertainment, advertising, public relations, management, sales, training, marketing, public relations, entry level, customer service, retail, restaurant experience, entry level, full time, internship, management, advertising, public relations, entry level, public relations, business, marketing, entry level promotions, direct marketing, promotional sales, business development, entertainment, sales-marketing, management, clients, account manager, campaigns, marketing, direct advertising, client relations, retail, hospitality, marketing, experience, college graduates, internship, entry level, public relations</span><br />\r<br />\r</p>	Muskegon	MI	US	49441	2012-03-09 20:25:48.307	2012-04-08 23:59:59
866540	1	Senior Test Engineer	<b>Job Classification: </b>Contract\r\n\r\nCompanies across Colorado have sought out MODIS to deliver skilled, dedicated IT professionals.  We always seek to deliver competitive and sought-after career opportunities to our potential consultants and employees. We are currently seeking a Senior Test Engineer for a client in Aurora, CO. We invite you to review the position requirements below and apply today if your skills match our need. \n\nPosition Type: Senior Test Engineer\nPosition Duration: 3+ Month Contract with strong possibility of several extensions\nEssential Knowledge\n\nSenior Test Engineer  Contract (3+ Months)  South Denver, CO\n\nPosition Description:\nOur valued client that specializes in Commercial Real Estate Development is looking for a Senior Test Engineer with lead experience who is comfortable running a project as well as being the sole tester on the effort.  The individual must be comfortable developing the test strategies, planning, test case development, and execution.\n\nRequired Skills:\n\tStrong SQL skills are a MUST\n\tExperience working as a Team Lead on past assignments\n\tQuality Center experience working as either an Administrator or Super User \n\nDesired Skills:\n\tExperience with data conversions is a PLUS\n\tExperience with CRM applications is a PLUS\n\nWith more than 10,000 IT consultants, MODIS has expertise in virtually all technology disciplines. Furthermore, with more than $1 billion in revenue for 2005, MODIS has the financial strength and resources to ensure our clients succeed in meeting their information technology goals. Please send your resume to Kristen.short@modis.com to be considered for this opportunity.<br><br>	&nbsp;	Denver	CO	US	80239	2012-03-07 19:18:50.433	2012-04-06 23:59:59
866541	1	Java Developer	<B>Job Classification: </B>Contract\r\n\r\nElite metro Denver organization seeks Java Developer on a 6 month contract-to-hire basis.  This position offers the opportunity to work for a globally recognized, well-respected entity and challenging work with career growth potential.  Competitive pay and excellent benefits upon hire.  For immediate consideration, please forward your resume to donna.coker@modis.com<BR><BR>		Lakewood	CO	US	80228	2012-03-08 13:23:29.817	2012-04-07 23:59:59
866547	1	Operations Support Analyst	<B>Job Classification: </B>Contract\r\n\r\nCompanies across Colorado have sought out MODIS to deliver skilled, dedicated IT professionals.  We always seek to deliver competitive and sought-after career opportunities to our potential consultants and employees. We are currently seeking an Operations Support Administrator for a client in Littleton,  CO. We invite you to review the position requirements below and apply today if your skills match our need. \n\nPosition Type: Operations Support Administrator\nPosition Duration: 3 Month Contract\nEssential Knowledge\n\nThe Operations Support Administrator is primarily responsible for managing all aspects of monitoring, maintaining, and troubleshooting the production servers and events.   The incumbent will also be responsible for general storage/backup and reporting responsibilities as assigned.\n\nESSENTIAL DUTIES AND RESPONSIBILITIES \n\n\tProvides Tier 2 support for all servers and systems in the production and corporate  environments \n\tTroubleshoots web site access and configuration issues \n\tTroubleshoots all areas of web servers including accessibility, configuration, software, and hardware \n\tWorks with external agencies to troubleshoot DNS issues\n\tManages and maintains all monitoring systems in the production and corporate environments\n\tEmploys knowledge to troubleshoot escalated system and application issues\n\tTroubleshoots and assist HD and EP's with connectivity issues\n\tResponsible for training of Help Desk and Client Services personnel in escalation paths as well as basic and intermediate system troubleshooting techniques \n\tResponsible for troubleshooting, monitoring and escalation training or new Tier2 and IT personnel (in preparation for IT Oncall responsibilities)\n\tMaintains and administers Backup to Disk and Tape schedules and architecture and supplies support to Storage Engineers\n\tGathers Report Metrics for weekly, monthly report summaries\n\tMaintains internal and external availability and event reporting \n\tResearches and evaluate new technical products; and provide testing of new applications, systems and services \n\tDiscusses technical issues with the software and hardware vendors technical support staff \n\tCommunicates technical issues with internal and external clients \n \nEDUCATION and/or EXPERIENCE  \n\nHigh school diploma or equivalent required, Bachelors degree (Computer Science or Electrical Engineering) preferred and three (3) years experience with Microsoft-based internet systems and two (2) year experience understanding and working with network functions; or equivalent education and experience to successfully perform the essential duties of the job.\n\nKNOWLEDGE, SKILLS AND ABILITIES  \n\n\tExpert experience or knowledge required in the following technologies \n\tWindows 2K; Windows NT; Windows. Net; Explorer; IIS; Terminal Services; WAN; LAN; \n\tBasic experience or knowledge required in the following technologies\n\tVB Script; Security Software; DHCP; DNS; FTP; Load Balancing; Antivirus software; TCP/IP, SMTP; Active Directory; Mercury SiteScope; Mercury Managed Services\n\tBasic experience desired\n\tMS Office Suite (Backend); MS Office Suite (User); MS Outlook (Backend); SQL Server; PC Anywhere; SAN; MS Project (Backend)\n\tKnowledge and understanding of IIS 4.0, 5.0\n\tKnowledge and understanding with DNS (Domain Name System)\n\tKnowledge and understanding with FTP (File Transfer Protocol)\n\tKnowledge and understanding of Microsoft W2K, NT 4.0\n\tKnowledge and understanding of Active Directory\n\tKnowledge and understanding of Load Balancing equipment preferably Foundry Networks\n\tKnowledge and understanding of general network administration\n\tStrong experience with server configuration, troubleshooting and installation\n\tStrong PC skills including thorough knowledge of Microsoft Office Suite\n\tExcellent customer service attitude, communication skills (written and verbal), and interpersonal skills \n\n\nCERTIFICATES, LICENSES, REGISTRATIONS  \nMCP+I (Microsoft Certified Professional + Internet) preferred\nMCSE (Microsoft Certified Systems Engineer) preferred\nCCNA (Cisco Certified Network Administrator) preferred\n\nHours \nFive - 8 hour shifts\nSaturday 11 am - 7 pm\nSunday 11 am - 7 pm\nMonday 11 am - 7 pm\nThe other two days can be any 8 hours; Tuesday  Friday 11 am - 7 pm\n\nWith more than 10,000 IT consultants, MODIS has expertise in virtually all technology disciplines. Furthermore, with more than $1 billion in revenue for 2005, MODIS has the financial strength and resources to ensure our clients succeed in meeting their information technology goals. Please send your resume to Kristen.short@modis.com to be considered for this opportunity.<BR><BR>		Centennial	CO	US	80122	2012-03-19 18:57:51.343	2012-04-18 23:59:59
786654	2	Senior Storage Advisor	<p><span><br>\r<strong>Storage Systems Integration<br>\r<br>\rRelocation assistance  is available for this opportunity.<br>\r<br>\r</strong></p>\r<ul>\r    <li><span>This position will support a new business opportunity with a<strong> </strong></span>large and most respected healthcare client.</li>\r    <li>This is an IT advisor role specializing in Netapp, XIV, and/or EMC storage with experience with Windows, VMWare, and other Storage Solutions. </li>\r    <li>This is a hands-on role that requires software integration and deployment of hardware. </li>\r    <li>Qualified candidate will have strong Netapp DataOnTap experience and prefer experience providing consulting services. </li>\r    <li>Candidates must exhibit excellent communications skills. <br>\r    <br>\r    The infrastructure advisor will perform the following: <br>\r    </span><span> 1.</span><span>Develop architecture strategies and definitions for the core hosting infrastructure environment <br>\r    </span><span> 2.</span><span>Participate in capacity management activities (forecasting, analysis, and problem solving) <br>\r    </span><span> 3.</span><span>Participate in application and server consolidation efforts <br>\r    </span><span> 4.</span><span>Leverage industry publications and knowledge bases to provide thought leadership and best practices for data center design and </span><span>   </span><span>management, capacity planning, and future infrastructure solutions and products</span> </li>\r</ul>\r<br>	<p><b><span><br>\rStorage Systems Integration<br>\rExperience going into an environment and access, document, and provide recommendations for future upgrade and installs. </span></b><b></b></p>\r<p><b><span>After the assessments are complete; have the experience and knowledge to complete the implementations</span></b><b><span>.</span></b></p>\r<p></p>\r<p><b><span>3-5 years experience in the following: </span></b></p>\r<ul>\r    <li><span> NFS storage  </span>\r    <li><span>Fiber attached SAN and/or iSCSI </span>\r    <li><span>Strong verbal and written communication skills, including strong documentation skills </span>\r    <li><span>Cisco MDS experience  </span>\r    <li><span>EMC experience (Clariion) </span>\r    <li><span>Brocade Directors (SAN) Desired Skills:</span>\r    <li><span> VMware 4.x, VMware Installs, and P2V's as well as other server migrations </span><span>e</span><span>xperience with MS SQL Server </span>\r    <li><span>Storage Integration experience - NAS, IBM's storage line, NetApp Solutions, XIV, EMC</span>\r    <li><span> Experience with SAN switches Cisco MDS or Brocade.  </span>\r    <li><span>Clustering knowledge & experienc</span><span>e</span>\r    <li><span> Experience with all versions of MS Windows </span>\r    <li><span>Design and implementation of backup/recovery solutions </span>\r    <li><span> Experience with providing customer training, both hands-on skills transfer and formal classroom type training </span>\r    <li><span>Well organized  </span>\r    <li><span>Ability to work closely with clients and deal with them in a professional manner  </span>\r    <li><span>Ability to speak with enthusiasm and confidence in order to retain customers and garner respect of staff </span>\r    <li><span>Excellent interpersonal skills </span>\r    <li><span>Linux experience on Intel  </span>\r    <li><span>VMWare certified professional (VCP) certification </span>\r    <li><span>Netapp DataOnTap 7.x  </span>\r    <li><span>Netapp Operations Manger and OSSV  </span>\r    <li><span>Snap Manager for Virtual Infrastructure </span>\r    <li><span> Snapmirror, Snapvault, and snapshot technologies </span></li>\r</ul>\r<p><span>Minimum Educational Requirements:  </span></p>\r<ul>\r    <li><span>Bachelor</span><span>’s degree or 5-8 years industry experience</span> </li>\r</ul>\r<br>	Dallas	TX	US		2012-04-20 13:18:41.53	2012-05-19 23:59:59
886654	2	Sales Representative ***IMMEDIATE OPENINGS***	<span>\r<p><span>    Are you independent and highly motivated?  Have you ever wondered what it would be like to be a part of a team that is creating and leading cutting edge initiatives and revolutionizing the roofing and restoration industry?  Do you like to travel?  <br>\r<br>\r</span></p>\r<p><span>    Aspen Contracting is has several immediate openings for highly motivated sales-minded individuals.  This is an excellent opportunity for a previous sales/estimator/adjuster/project manager to join a successful and stable national roofing company, licensed in 42 states.  No previous experience required; however, experience in sales and/or construction industry beneficial.  Great people skills and customer service skills are essential.  Excellent written and verbal communications ability is also a plus!</span></p>\r<p><span><br>\r    This energetic and driven individual will be able to launch a rewarding career based on your dedication and commitment to the company.  We offer advancement opportunities to move up through our Manager Training Program with the possibility to manage one of our many locations throughout the United States.  This position offers the opportunity to learn about sales operations, production management, collections, goal-setting, and growing sales. </span></p>\r<p><span><br>\r    We offer a paid training program with weekly pay cycles.  Some light physical activity is required including the ability to climb a ladder.  Benefits offered after 90 days including medical, dental, short term disability, long term disability, and optional 401K with a company match.  The company pays 75% of the employee benefits! </span></p>\r<p><span><br>\rCandidates will need to possess a strong work ethic and the ability to work with a computer.   </span></p>\r</span>	<ul>\r    <li><span>      Excellent written and verbal communication skills</span>\r    <li><span>      Competent computer skills a must</span>\r    <li><span>      Sales or construction experience is preferred, but not essential</span> </li>\r</ul>	Springfield	MA	US		2012-04-05 05:10:03.563	2012-05-04 23:59:59
586654	3	Sales – Insurance Sales Agent – Senior Sales Representative	<p style="text-align: justify" align="left"><em>Sales – Insurance – Sales Representative</span></u></b></span></em></p>\r<b><span>\r<p>Company Overview</span></b> <br>\r<br>\r</p>\r<p><b><span>Bankers Life and Casualty Company- Let’s Start Growing Together</span></b></p>\r<p></p>\r<p><span>Established in 1879, Bankers Life and Casualty Company is today one of the largest and most respected insurance companies in the United States focused exclusively on the needs of senior Americans.<br>\r<br>\r</span></p>\r<p><span>By understanding the unique situations of our policyholders, we relieve their financial concerns with life, health and annuity products that are appropriate and suitable for their financial security needs. We are dedicated to providing strength, stability and service to our customers, so that they can remain comfortable, healthy and independent for as long as possible.<br>\r</span></p>\r<p><span><br>\rWith this philosophy, it’s not surprising that we focus on providing world-class training, tools and support to our Agents so that they can successfully develop their business and build a stable, long-term career with us, regardless of the economic climate. With over 5,200 agents in more than 200 locations across the country, our strength continues to be based in our family of Agents that are passionate about providing for seniors while enjoying a thriving career.</span></p>\r<br>\r<p><span>Responsibilities:<br>\r</span></p>\r<p style="text-align: center" align="center"><b><span><br>\rOur Industry’s Growing!<br>\rBe a Part of the Opportunity!<br>\r</span></b></p>\r<p><span><br>\rWith the Baby Boom generation approaching retirement, both our company and our industry are experiencing dramatic growth!<br>\r</span></p>\r<p><span><br>\rWe are currently focused on recruiting intelligent, dedicated, outgoing professionals who are interested in a long-term career in sales. In this role, you will build relationships, develop your client base and feel rewarded-personally, professionally and financially. You’ll enjoy the unique experience of truly helping people while earning the type of income that helps you buy that new home, prepare your family for college expenses, or even better, provides you with the means to an early retirement! Through this exciting sales opportunity, you can also set your own schedule and relish your independence!<br>\r<br>\r</span></p>\r<p><span>Here’s what you will be doing in your new role as a Bankers Life and Casualty Sales Agent:<br>\r</span></p>\r<p></p>\r<ul>\r    <li><span>Setting appointments with prospective clients to deliver sales</span>\r    <li><span>Interviewing prospective clients to obtain data about their financial resources and needs</span>\r    <li><span>Customizing insurance programs to suit individual clients and drive sales</span>\r    <li><span>Delivering and explaining policies to analyze insurance programs and suggest additions or changes</span>\r    <li><span>Contacting and selling existing clients to make policy recommendations based upon changing circumstances</span> </li>\r</ul>\r<br>\r<br>	Our Sales Agents come from various backgrounds and we have many successful Agents that do not have sales nor insurance experience, so this is not a requirement, but a plus. Our comprehensive training program will assist those that are unlicensed in attaining necessary credentials, which is a short and easy process. We do find, however, that our top sales performers all have the following skills and abilities:<br>\r<br>\r<ul>\r    <li><span>Sales-minded and open to making contacts over the phone and through networking</span>\r    <li><span>Passion for people and developing sales relationships</span>\r    <li><span>Easy style of communication-able to relate to all types of personalities</span>\r    <li><span>Driven and goal-oriented with a focus on achieving sales success</span>\r    <li><span>Self-motivated and able to work independently</span>\r    <li><span>Excellent time management and organizational skills</span> </li>\r</ul>\r<p><span></span></p>\r<p><b><span>What makes Bankers Life and Casualty different from any other company in our industry</span></b><span> is our unparalleled focus on our Agents and continued contribution to their success.</span></p>\r<p><span>Here is what you can count on from us:<br>\r<br>\r</span></p>\r<ul>\r    <li><b><span>Opportunity for Six Figure Income</span></b><span>-At Bankers Life and Casualty Company, we have new Sales Agents earning $100K+ and veterans earning $300K+, with a deferred compensation option to provide commission after retirement</span> </li>\r</ul>\r<p><span></span></p>\r<ul>\r    <li><b><span>Leads, Leads Leads!-</span></b><span>Through company-sponsored lead programs, agent-driven advertising systems and corporate advertising support, Bankers sales prospecting programs encompass a variety of methods to help you get in front of qualified prospects and make sales</span> </li>\r</ul>\r<p></p>\r<ul>\r    <li><b><span>Amazing Training</span></b><span>-In addition to our world-class new Sales Agent training, our strong commitment to learning inspired the creation of the Bankers Learning Network (BLN), whose mission is continuous growth through learning</span> </li>\r</ul>\r<p><span></span></p>\r<ul>\r    <li><b><span>Trips and Incentives</span></b><span>-Recognition and reward programs designed to award the top producing Sales Agents of our organization</span> </li>\r</ul>\r<p><span></span></p>\r<ul>\r    <li><b><span>Technology Support</span></b><span>-Quick and easy access to pertinent information available anytime, anywhere</span> </li>\r</ul>\r<p style="text-align: center" align="center"><b><span><br>\rWe invite you to explore the Bankers’ advantage!</span></b></p>\r<p style="text-align: center" align="center"><b><span>Apply Today!</span></b></p>\r<br>\r<br>\r<span><em>Related Terms: account executive, outside sales, inside sales, sales executive, AE, salesman, saleswoman, salespersonselling, policy, underwrite, underwriter, LTC, insurance salesman, insurance salesperson, coverage, insurance</em></span>	Clarksburg	MD	US		2012-04-22 01:23:05.093	2012-05-21 23:59:59
986654	3	CNC Operator	<B>Job Classification: </B> Contract \r\n\r\nAerotek has recently partnered with one of the premier employers of Morristown. We are currently recruiting for CNC Operators on all shifts. \n\nJob Description:\nOperate CNC machinery to machine components to blueprint specification\nPerform minor changes for tool offsets / make adjustments to machine  if necessary\nPerform routine maintenance on CNC machinery\nPerform first part inspection using calipers, micrometers, gages, etc. \n\nAdditional Requirements:\nApplicants must have at least 6 months experience operating CNC Machinery\nCandidates must be able to pass a pre-employment background check and drug screen.\nCandidates must also have High School Diploma or GED\n \n\t\t\t\t\t\t\r\r\r\n\t\t\t\t\t\tJoin Aerotek Commercial Staffing<sup>&#174</sup>. We employ people in light industrial, light technical and office support positions across the nation. If you are looking for a competitive wage, solid opportunity, and a career path to success, contact us now! We offer comprehensive benefits to include medical, dental, optical, and optional 401k. Don't put your career in the hands of just anyone, put it in the hands of a specialist. Join the Aerotek Commercial Staffing team! Allegis Group and its subsidiaries are equal opportunity employers and will consider all applications without regard to race, marital status, sex, age, color, religion, national origin, veteran status, disability or any other characteristic protected by law.<BR><BR>	<UL><LI>Blueprint Reading, Quality Inspection</UL>	Morristown	TN	US	37815	2012-04-06 16:35:51.787	2012-05-05 23:59:59
286654	4	Palm Springs- 3pm-8pm Forklift PART-TIME	We are proud to be the #1 bottled water company in the country! With our headquarters in Greenwich, CT, we have over 8,000 employees in the U.S. supporting more than 14 top-selling brands, including Arrowhead, Calistoga, San Pellegrino, Perrier, Poland Springs, Deer Park, Ice Mountain, Nestlé Pure Life, Zephyrhills and Ozarka. Our Home and Office Delivery division provides product delivery and premier customer service to both residential and commercial customers. Products delivered range from 3, and 5-gallon water bottles and case products to coffee service and accessories. JOB TITLE: Forklift Operator DESCRIPTION: The Forklift Operator is responsible for ensuring that our product is moved within our warehouse in a safe and efficient manner, that proper inventory is maintained, and good housekeeping and manufacturing practices are upheld. MAJOR JOB RESPONSIBILITIES: * Timely and accurate loading and unloading of tractor-trailer trucks per ticket requirements * Timely and accurate loading and unloading of route delivery trucks per ticket requirements * Maintain the integrity of products through proper handling and storage * Maintain accurate inventories * Ensure safe operation of a forklift * Ensure facility maintenance through housekeeping, keeping product and facility secure, and maintaining the assets of the facility. Requirements: REQUIREMENTS: * Work Shift: Monday - Friday 5:00 PM to 1:30 AM * Forklift experience preferred * Ability to lift up to 45 lbs. as needed * Ability to successfully pass a pre-employment physical and drug test * Ability to follow oral and written instructions * Possess a basic computer knowledge * Ability to solve problems in independent and team setting * Safety commitment * Attention to detail This is a tremendous opportunity in a continuously growing organization. We are proud to offer competitive salary and benefits, excellent advancement opportunities, and a positive, values-based work environment. Equal Opportunity Employer M/F/D/A/V	<BR>	Palm Desert	CA	US		2012-04-11 01:21:39.54	2012-05-10 23:59:59
